date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-07-14,SKU0076,174,0,19.0,21
2025-07-21,SKU0076,171,0,19.0,21
2025-07-28,SKU0076,168,3,19.0,21
2025-08-04,SKU0076,159,0,19.0,21
2025-08-11,SKU0076,140,107,19.0,21
2025-08-18,SKU0076,136,37,19.0,21
2025-08-25,SKU0076,136,0,19.0,21
2025-09-01,SKU0076,120,0,19.0,21
2025-09-08,SKU0076,107,0,19.0,21
2025-09-15,SKU0076,87,0,19.0,21
2025-09-22,SKU0076,87,106,19.0,21
2025-09-29,SKU0076,65,30,19.0,21
2024-01-01,SKU0077,207,0,32.0,76
2024-01-08,SKU0077,184,48,32.0,76
2024-01-15,SKU0077,183,0,32.0,76
2024-01-22,SKU0077,176,0,32.0,76
2024-01-29,SKU0077,163,0,32.0,76
2024-02-05,SKU0077,160,35,32.0,76
2024-02-12,SKU0077,145,105,32.0,76
2024-02-19,SKU0077,131,0,32.0,76
2024-02-26,SKU0077,113,98,32.0,76
2024-03-04,SKU0077,107,82,32.0,76
2024-03-11,SKU0077,91,0,32.0,76
2024-03-18,SKU0077,91,0,32.0,76
2024-03-25,SKU0077,85,0,32.0,76
2024-04-01,SKU0077,66,70,32.0,76
2024-04-08,SKU0077,62,0,32.0,76
2024-04-15,SKU0077,45,0,32.0,76
2024-04-22,SKU0077,118,118,32.0,76
2024-04-29,SKU0077,96,0,32.0,76
2024-05-06,SKU0077,79,0,32.0,76
2024-05-13,SKU0077,74,0,32.0,76
2024-05-20,SKU0077,216,0,32.0,76
2024-05-27,SKU0077,192,113,32.0,76
2024-06-03,SKU0077,188,0,32.0,76
2024-06-10,SKU0077,166,0,32.0,76
2024-06-17,SKU0077,163,0,32.0,76
2024-06-24,SKU0077,143,0,32.0,76
2024-07-01,SKU0077,128,0,32.0,76
2024-07-08,SKU0077,110,37,32.0,76
2024-07-15,SKU0077,105,0,32.0,76
2024-07-22,SKU0077,97,55,32.0,76
2024-07-29,SKU0077,83,12,32.0,76
2024-08-05,SKU0077,160,35,32.0,76
2024-08-12,SKU0077,149,10,32.0,76
2024-08-19,SKU0077,145,0,32.0,76
2024-08-26,SKU0077,137,0,32.0,76
2024-09-02,SKU0077,127,0,32.0,76
2024-09-09,SKU0077,108,17,32.0,76
2024-09-16,SKU0077,95,0,32.0,76
2024-09-23,SKU0077,73,0,32.0,76
2024-09-30,SKU0077,232,0,32.0,76
2024-10-07,SKU0077,223,53,32.0,76
2024-10-14,SKU0077,200,0,32.0,76
2024-10-21,SKU0077,177,0,32.0,76
2024-10-28,SKU0077,169,81,32.0,76
2024-11-04,SKU0077,155,0,32.0,76
2024-11-11,SKU0077,150,0,32.0,76
2024-11-18,SKU0077,128,0,32.0,76
2024-11-25,SKU0077,125,0,32.0,76
2024-12-02,SKU0077,118,0,32.0,76
2024-12-09,SKU0077,97,0,32.0,76
2024-12-16,SKU0077,80,0,32.0,76
2024-12-23,SKU0077,70,0,32.0,76
2024-12-30,SKU0077,175,0,32.0,76
2025-01-06,SKU0077,153,8,32.0,76
2025-01-13,SKU0077,140,0,32.0,76
2025-01-20,SKU0077,124,0,32.0,76
2025-01-27,SKU0077,112,70,32.0,76
2025-02-03,SKU0077,101,0,32.0,76
2025-02-10,SKU0077,88,0,32.0,76
2025-02-17,SKU0077,216,0,32.0,76
2025-02-24,SKU0077,204,0,32.0,76
2025-03-03,SKU0077,191,0,32.0,76
2025-03-10,SKU0077,181,0,32.0,76
2025-03-17,SKU0077,162,0,32.0,76
2025-03-24,SKU0077,160,31,32.0,76
2025-03-31,SKU0077,141,0,32.0,76
2025-04-07,SKU0077,124,0,32.0,76
2025-04-14,SKU0077,104,83,32.0,76
2025-04-21,SKU0077,99,83,32.0,76
2025-04-28,SKU0077,82,11,32.0,76
2025-05-05,SKU0077,76,88,32.0,76
2025-05-12,SKU0077,72,0,32.0,76
2025-05-19,SKU0077,246,85,32.0,76
2025-05-26,SKU0077,226,0,32.0,76
2025-06-02,SKU0077,205,107,32.0,76
2025-06-09,SKU0077,201,0,32.0,76
2025-06-16,SKU0077,184,0,32.0,76
2025-06-23,SKU0077,175,71,32.0,76
2025-06-30,SKU0077,153,0,32.0,76
2025-07-07,SKU0077,150,0,32.0,76
2025-07-14,SKU0077,128,0,32.0,76
2025-07-21,SKU0077,107,0,32.0,76
2025-07-28,SKU0077,99,0,32.0,76
2025-08-04,SKU0077,97,0,32.0,76
2025-08-11,SKU0077,90,114,32.0,76
2025-08-18,SKU0077,81,0,32.0,76
2025-08-25,SKU0077,75,70,32.0,76
2025-09-01,SKU0077,251,0,32.0,76
2025-09-08,SKU0077,235,0,32.0,76
2025-09-15,SKU0077,223,0,32.0,76
2025-09-22,SKU0077,209,0,32.0,76
2025-09-29,SKU0077,196,0,32.0,76
2024-01-01,SKU0078,138,58,44.0,77
2024-01-08,SKU0078,130,0,44.0,77
2024-01-15,SKU0078,127,32,44.0,77
2024-01-22,SKU0078,115,0,44.0,77
2024-01-29,SKU0078,98,94,44.0,77
2024-02-05,SKU0078,91,0,44.0,77
2024-02-12,SKU0078,73,0,44.0,77
2024-02-19,SKU0078,68,0,44.0,77
2024-02-26,SKU0078,60,47,44.0,77
2024-03-04,SKU0078,43,0,44.0,77
2024-03-11,SKU0078,22,0,44.0,77
2024-03-18,SKU0078,18,0,44.0,77
2024-03-25,SKU0078,84,0,44.0,77
2024-04-01,SKU0078,166,0,44.0,77
2024-04-08,SKU0078,152,0,44.0,77
2024-04-15,SKU0078,152,67,44.0,77
2024-04-22,SKU0078,140,0,44.0,77
2024-04-29,SKU0078,123,0,44.0,77
2024-05-06,SKU0078,101,0,44.0,77
2024-05-13,SKU0078,89,47,44.0,77
2024-05-20,SKU0078,89,0,44.0,77
2024-05-27,SKU0078,77,0,44.0,77
2024-06-03,SKU0078,238,0,44.0,77
2024-06-10,SKU0078,227,0,44.0,77
2024-06-17,SKU0078,219,0,44.0,77
2024-06-24,SKU0078,214,0,44.0,77
2024-07-01,SKU0078,208,0,44.0,77
2024-07-08,SKU0078,186,85,44.0,77
2024-07-15,SKU0078,162,0,44.0,77
2024-07-22,SKU0078,153,59,44.0,77
2024-07-29,SKU0078,142,106,44.0,77
2024-08-05,SKU0078,136,106,44.0,77
2024-08-12,SKU0078,112,0,44.0,77
2024-08-19,SKU0078,96,17,44.0,77
2024-08-26,SKU0078,76,113,44.0,77
2024-09-02,SKU0078,154,0,44.0,77
2024-09-09,SKU0078,138,0,44.0,77
2024-09-16,SKU0078,119,90,44.0,77
2024-09-23,SKU0078,105,40,44.0,77
2024-09-30,SKU0078,90,90,44.0,77
2024-10-07,SKU0078,66,0,44.0,77
2024-10-14,SKU0078,240,0,44.0,77
2024-10-21,SKU0078,230,0,44.0,77
2024-10-28,SKU0078,222,0,44.0,77
2024-11-04,SKU0078,212,0,44.0,77
2024-11-11,SKU0078,206,0,44.0,77
2024-11-18,SKU0078,187,109,44.0,77
2024-11-25,SKU0078,173,0,44.0,77
2024-12-02,SKU0078,155,0,44.0,77
2024-12-09,SKU0078,141,0,44.0,77
2024-12-16,SKU0078,128,27,44.0,77
2024-12-23,SKU0078,107,0,44.0,77
2024-12-30,SKU0078,107,0,44.0,77
2025-01-06,SKU0078,87,0,44.0,77
2025-01-13,SKU0078,263,20,44.0,77
2025-01-20,SKU0078,246,9,44.0,77
2025-01-27,SKU0078,233,0,44.0,77
2025-02-03,SKU0078,217,0,44.0,77
2025-02-10,SKU0078,195,10,44.0,77
2025-02-17,SKU0078,174,0,44.0,77
2025-02-24,SKU0078,161,0,44.0,77
2025-03-03,SKU0078,140,0,44.0,77
2025-03-10,SKU0078,117,57,44.0,77
2025-03-17,SKU0078,116,4,44.0,77
2025-03-24,SKU0078,95,0,44.0,77
2025-03-31,SKU0078,84,64,44.0,77
2025-04-07,SKU0078,80,0,44.0,77
2025-04-14,SKU0078,146,0,44.0,77
2025-04-21,SKU0078,124,0,44.0,77
2025-04-28,SKU0078,122,0,44.0,77
2025-05-05,SKU0078,106,43,44.0,77
2025-05-12,SKU0078,101,92,44.0,77
2025-05-19,SKU0078,78,0,44.0,77
2025-05-26,SKU0078,74,0,44.0,77
2025-06-02,SKU0078,263,0,44.0,77
2025-06-09,SKU0078,262,0,44.0,77
2025-06-16,SKU0078,252,0,44.0,77
2025-06-23,SKU0078,251,18,44.0,77
2025-06-30,SKU0078,230,0,44.0,77
2025-07-07,SKU0078,214,0,44.0,77
2025-07-14,SKU0078,191,0,44.0,77
2025-07-21,SKU0078,167,0,44.0,77
2025-07-28,SKU0078,155,0,44.0,77
2025-08-04,SKU0078,155,0,44.0,77
2025-08-11,SKU0078,135,0,44.0,77
2025-08-18,SKU0078,117,0,44.0,77
2025-08-25,SKU0078,105,20,44.0,77
2025-09-01,SKU0078,95,21,44.0,77
2025-09-08,SKU0078,71,0,44.0,77
2025-09-15,SKU0078,49,76,44.0,77
2025-09-22,SKU0078,28,0,44.0,77
2025-09-29,SKU0078,101,0,44.0,77
2024-01-01,SKU0079,234,66,41.0,18
2024-01-08,SKU0079,234,0,41.0,18
2024-01-15,SKU0079,220,0,41.0,18
2024-01-22,SKU0079,208,0,41.0,18
2024-01-29,SKU0079,190,12,41.0,18
2024-02-05,SKU0079,185,0,41.0,18
2024-02-12,SKU0079,182,0,41.0,18
2024-02-19,SKU0079,171,0,41.0,18
2024-02-26,SKU0079,161,0,41.0,18
2024-03-04,SKU0079,160,0,41.0,18
2024-03-11,SKU0079,146,53,41.0,18
2024-03-18,SKU0079,131,0,41.0,18
2024-03-25,SKU0079,115,0,41.0,18
2024-04-01,SKU0079,97,0,41.0,18
2024-04-08,SKU0079,81,0,41.0,18
2024-04-15,SKU0079,57,93,41.0,18
2024-04-22,SKU0079,55,51,41.0,18
2024-04-29,SKU0079,54,0,41.0,18
2024-05-06,SKU0079,44,109,41.0,18
2024-05-13,SKU0079,28,0,41.0,18
2024-05-20,SKU0079,83,0,41.0,18
2024-05-27,SKU0079,72,7,41.0,18
2024-06-03,SKU0079,63,0,41.0,18
2024-06-10,SKU0079,62,84,41.0,18
2024-06-17,SKU0079,49,0,41.0,18
2024-06-24,SKU0079,29,46,41.0,18
2024-07-01,SKU0079,135,0,41.0,18
2024-07-08,SKU0079,117,0,41.0,18
2024-07-15,SKU0079,111,0,41.0,18
2024-07-22,SKU0079,109,0,41.0,18
2024-07-29,SKU0079,109,0,41.0,18
2024-08-05,SKU0079,89,0,41.0,18
2024-08-12,SKU0079,75,0,41.0,18
2024-08-19,SKU0079,64,0,41.0,18
2024-08-26,SKU0079,45,0,41.0,18
2024-09-02,SKU0079,31,0,41.0,18
2024-09-09,SKU0079,11,0,41.0,18
2024-09-16,SKU0079,11,0,41.0,18
2024-09-23,SKU0079,103,0,41.0,18
2024-09-30,SKU0079,80,73,41.0,18
2024-10-07,SKU0079,62,0,41.0,18
2024-10-14,SKU0079,38,0,41.0,18
2024-10-21,SKU0079,133,0,41.0,18
2024-10-28,SKU0079,115,13,41.0,18
2024-11-04,SKU0079,115,107,41.0,18
2024-11-11,SKU0079,91,114,41.0,18
2024-11-18,SKU0079,75,0,41.0,18
2024-11-25,SKU0079,65,0,41.0,18
2024-12-02,SKU0079,42,45,41.0,18
2024-12-09,SKU0079,41,0,41.0,18
2024-12-16,SKU0079,24,18,41.0,18
2024-12-23,SKU0079,23,0,41.0,18
2024-12-30,SKU0079,159,0,41.0,18
2025-01-06,SKU0079,150,0,41.0,18
2025-01-13,SKU0079,139,48,41.0,18
2025-01-20,SKU0079,138,0,41.0,18
2025-01-27,SKU0079,114,0,41.0,18
2025-02-03,SKU0079,97,0,41.0,18
2025-02-10,SKU0079,87,28,41.0,18
2025-02-17,SKU0079,82,2,41.0,18
2025-02-24,SKU0079,80,0,41.0,18
2025-03-03,SKU0079,63,0,41.0,18
2025-03-10,SKU0079,57,55,41.0,18
2025-03-17,SKU0079,56,0,41.0,18
2025-03-24,SKU0079,41,0,41.0,18
2025-03-31,SKU0079,39,0,41.0,18
2025-04-07,SKU0079,148,0,41.0,18
2025-04-14,SKU0079,139,51,41.0,18
2025-04-21,SKU0079,135,0,41.0,18
2025-04-28,SKU0079,132,0,41.0,18
2025-05-05,SKU0079,109,0,41.0,18
2025-05-12,SKU0079,106,0,41.0,18
2025-05-19,SKU0079,87,0,41.0,18
2025-05-26,SKU0079,73,25,41.0,18
2025-06-02,SKU0079,71,36,41.0,18
2025-06-09,SKU0079,64,0,41.0,18
2025-06-16,SKU0079,59,0,41.0,18
2025-06-23,SKU0079,56,0,41.0,18
2025-06-30,SKU0079,56,0,41.0,18
2025-07-07,SKU0079,47,48,41.0,18
2025-07-14,SKU0079,42,0,41.0,18
2025-07-21,SKU0079,22,0,41.0,18
2025-07-28,SKU0079,21,46,41.0,18
2025-08-04,SKU0079,13,105,41.0,18
2025-08-11,SKU0079,9,0,41.0,18
2025-08-18,SKU0079,100,82,41.0,18
2025-08-25,SKU0079,99,0,41.0,18
2025-09-01,SKU0079,97,33,41.0,18
2025-09-08,SKU0079,94,11,41.0,18
2025-09-15,SKU0079,94,0,41.0,18
2025-09-22,SKU0079,70,0,41.0,18
2025-09-29,SKU0079,47,0,41.0,18
2024-01-01,SKU0080,262,102,22.0,44
2024-01-08,SKU0080,247,97,22.0,44
2024-01-15,SKU0080,246,0,22.0,44
2024-01-22,SKU0080,228,0,22.0,44
2024-01-29,SKU0080,218,0,22.0,44
2024-02-05,SKU0080,215,49,22.0,44
2024-02-12,SKU0080,209,0,22.0,44
2024-02-19,SKU0080,187,0,22.0,44
2024-02-26,SKU0080,163,0,22.0,44
2024-03-04,SKU0080,158,0,22.0,44
2024-03-11,SKU0080,146,93,22.0,44
2024-03-18,SKU0080,136,118,22.0,44
2024-03-25,SKU0080,131,93,22.0,44
2024-04-01,SKU0080,122,0,22.0,44
2024-04-08,SKU0080,100,0,22.0,44
2024-04-15,SKU0080,79,28,22.0,44
2024-04-22,SKU0080,64,0,22.0,44
2024-04-29,SKU0080,50,0,22.0,44
2024-05-06,SKU0080,45,0,22.0,44
2024-05-13,SKU0080,36,0,22.0,44
2024-05-20,SKU0080,28,0,22.0,44
2024-05-27,SKU0080,11,45,22.0,44
2024-06-03,SKU0080,145,0,22.0,44
2024-06-10,SKU0080,145,0,22.0,44
2024-06-17,SKU0080,136,0,22.0,44
2024-06-24,SKU0080,119,0,22.0,44
2024-07-01,SKU0080,111,92,22.0,44
2024-07-08,SKU0080,94,0,22.0,44
2024-07-15,SKU0080,82,0,22.0,44
2024-07-22,SKU0080,79,75,22.0,44
2024-07-29,SKU0080,69,0,22.0,44
2024-08-05,SKU0080,49,0,22.0,44
2024-08-12,SKU0080,132,0,22.0,44
2024-08-19,SKU0080,114,0,22.0,44
2024-08-26,SKU0080,111,0,22.0,44
2024-09-02,SKU0080,87,75,22.0,44
2024-09-09,SKU0080,66,45,22.0,44
2024-09-16,SKU0080,55,0,22.0,44
2024-09-23,SKU0080,134,25,22.0,44
2024-09-30,SKU0080,111,0,22.0,44
2024-10-07,SKU0080,100,87,22.0,44
2024-10-14,SKU0080,94,96,22.0,44
2024-10-21,SKU0080,74,0,22.0,44
2024-10-28,SKU0080,71,0,22.0,44
2024-11-04,SKU0080,48,0,22.0,44
2024-11-11,SKU0080,203,57,22.0,44
2024-11-18,SKU0080,189,0,22.0,44
2024-11-25,SKU0080,182,0,22.0,44
2024-12-02,SKU0080,166,0,22.0,44
2024-12-09,SKU0080,155,0,22.0,44
2024-12-16,SKU0080,135,0,22.0,44
2024-12-23,SKU0080,116,36,22.0,44
2024-12-30,SKU0080,105,0,22.0,44
2025-01-06,SKU0080,105,0,22.0,44
2025-01-13,SKU0080,87,34,22.0,44
2025-01-20,SKU0080,85,0,22.0,44
2025-01-27,SKU0080,83,0,22.0,44
2025-02-03,SKU0080,72,0,22.0,44
2025-02-10,SKU0080,57,47,22.0,44
2025-02-17,SKU0080,55,0,22.0,44
2025-02-24,SKU0080,207,95,22.0,44
2025-03-03,SKU0080,195,0,22.0,44
2025-03-10,SKU0080,181,112,22.0,44
2025-03-17,SKU0080,181,0,22.0,44
2025-03-24,SKU0080,180,109,22.0,44
2025-03-31,SKU0080,169,42,22.0,44
2025-04-07,SKU0080,156,31,22.0,44
2025-04-14,SKU0080,133,103,22.0,44
2025-04-21,SKU0080,109,0,22.0,44
2025-04-28,SKU0080,100,58,22.0,44
2025-05-05,SKU0080,90,0,22.0,44
2025-05-12,SKU0080,73,64,22.0,44
2025-05-19,SKU0080,61,0,22.0,44
2025-05-26,SKU0080,47,98,22.0,44
2025-06-02,SKU0080,140,0,22.0,44
2025-06-09,SKU0080,134,0,22.0,44
2025-06-16,SKU0080,114,0,22.0,44
2025-06-23,SKU0080,107,0,22.0,44
2025-06-30,SKU0080,94,0,22.0,44
2025-07-07,SKU0080,74,0,22.0,44
2025-07-14,SKU0080,51,0,22.0,44
2025-07-21,SKU0080,41,0,22.0,44
2025-07-28,SKU0080,36,0,22.0,44
2025-08-04,SKU0080,133,45,22.0,44
2025-08-11,SKU0080,124,59,22.0,44
2025-08-18,SKU0080,102,0,22.0,44
2025-08-25,SKU0080,94,0,22.0,44
2025-09-01,SKU0080,79,0,22.0,44
2025-09-08,SKU0080,71,0,22.0,44
2025-09-15,SKU0080,53,0,22.0,44
2025-09-22,SKU0080,44,0,22.0,44
2025-09-29,SKU0080,189,0,22.0,44
2024-01-01,SKU0081,163,10,31.0,56
2024-01-08,SKU0081,142,0,31.0,56
2024-01-15,SKU0081,123,0,31.0,56
2024-01-22,SKU0081,116,0,31.0,56
2024-01-29,SKU0081,95,0,31.0,56
2024-02-05,SKU0081,79,0,31.0,56
2024-02-12,SKU0081,74,38,31.0,56
2024-02-19,SKU0081,63,102,31.0,56
2024-02-26,SKU0081,48,0,31.0,56
2024-03-04,SKU0081,45,0,31.0,56
2024-03-11,SKU0081,151,0,31.0,56
2024-03-18,SKU0081,140,23,31.0,56
2024-03-25,SKU0081,119,0,31.0,56
2024-04-01,SKU0081,111,0,31.0,56
2024-04-08,SKU0081,108,0,31.0,56
2024-04-15,SKU0081,85,81,31.0,56
2024-04-22,SKU0081,66,0,31.0,56
2024-04-29,SKU0081,61,13,31.0,56
2024-05-06,SKU0081,130,115,31.0,56
2024-05-13,SKU0081,129,0,31.0,56
2024-05-20,SKU0081,113,88,31.0,56
2024-05-27,SKU0081,107,43,31.0,56
2024-06-03,SKU0081,105,0,31.0,56
2024-06-10,SKU0081,81,59,31.0,56
2024-06-17,SKU0081,59,0,31.0,56
2024-06-24,SKU0081,204,0,31.0,56
2024-07-01,SKU0081,203,0,31.0,56
2024-07-08,SKU0081,180,65,31.0,56
2024-07-15,SKU0081,158,0,31.0,56
2024-07-22,SKU0081,148,89,31.0,56
2024-07-29,SKU0081,132,0,31.0,56
2024-08-05,SKU0081,124,0,31.0,56
2024-08-12,SKU0081,110,0,31.0,56
2024-08-19,SKU0081,101,0,31.0,56
2024-08-26,SKU0081,82,0,31.0,56
2024-09-02,SKU0081,72,0,31.0,56
2024-09-09,SKU0081,249,0,31.0,56
2024-09-16,SKU0081,241,0,31.0,56
2024-09-23,SKU0081,226,0,31.0,56
2024-09-30,SKU0081,207,0,31.0,56
2024-10-07,SKU0081,195,89,31.0,56
2024-10-14,SKU0081,186,75,31.0,56
2024-10-21,SKU0081,183,0,31.0,56
2024-10-28,SKU0081,172,0,31.0,56
2024-11-04,SKU0081,152,0,31.0,56
2024-11-11,SKU0081,149,0,31.0,56
2024-11-18,SKU0081,141,54,31.0,56
2024-11-25,SKU0081,128,15,31.0,56
2024-12-02,SKU0081,106,0,31.0,56
2024-12-09,SKU0081,105,0,31.0,56
2024-12-16,SKU0081,87,0,31.0,56
2024-12-23,SKU0081,81,0,31.0,56
2024-12-30,SKU0081,70,0,31.0,56
2025-01-06,SKU0081,46,0,31.0,56
2025-01-13,SKU0081,23,0,31.0,56
2025-01-20,SKU0081,83,0,31.0,56
2025-01-27,SKU0081,81,29,31.0,56
2025-02-03,SKU0081,81,8,31.0,56
2025-02-10,SKU0081,75,0,31.0,56
2025-02-17,SKU0081,65,0,31.0,56
2025-02-24,SKU0081,64,0,31.0,56
2025-03-03,SKU0081,160,57,31.0,56
2025-03-10,SKU0081,158,0,31.0,56
2025-03-17,SKU0081,140,0,31.0,56
2025-03-24,SKU0081,140,0,31.0,56
2025-03-31,SKU0081,129,64,31.0,56
2025-04-07,SKU0081,117,19,31.0,56
2025-04-14,SKU0081,115,0,31.0,56
2025-04-21,SKU0081,101,0,31.0,56
2025-04-28,SKU0081,79,0,31.0,56
2025-05-05,SKU0081,65,115,31.0,56
2025-05-12,SKU0081,54,0,31.0,56
2025-05-19,SKU0081,123,0,31.0,56
2025-05-26,SKU0081,117,0,31.0,56
2025-06-02,SKU0081,112,65,31.0,56
2025-06-09,SKU0081,104,0,31.0,56
2025-06-16,SKU0081,104,0,31.0,56
2025-06-23,SKU0081,101,0,31.0,56
2025-06-30,SKU0081,94,0,31.0,56
2025-07-07,SKU0081,86,68,31.0,56
2025-07-14,SKU0081,65,0,31.0,56
2025-07-21,SKU0081,56,59,31.0,56
2025-07-28,SKU0081,38,0,31.0,56
2025-08-04,SKU0081,17,0,31.0,56
2025-08-11,SKU0081,88,0,31.0,56
2025-08-18,SKU0081,74,0,31.0,56
2025-08-25,SKU0081,56,0,31.0,56
2025-09-01,SKU0081,177,0,31.0,56
2025-09-08,SKU0081,162,0,31.0,56
2025-09-15,SKU0081,149,0,31.0,56
2025-09-22,SKU0081,127,64,31.0,56
2025-09-29,SKU0081,120,0,31.0,56
2024-01-01,SKU0082,222,0,29.0,56
2024-01-08,SKU0082,220,104,29.0,56
2024-01-15,SKU0082,197,0,29.0,56
2024-01-22,SKU0082,174,0,29.0,56
2024-01-29,SKU0082,165,0,29.0,56
2024-02-05,SKU0082,160,0,29.0,56
2024-02-12,SKU0082,151,68,29.0,56
2024-02-19,SKU0082,143,0,29.0,56
2024-02-26,SKU0082,132,89,29.0,56
2024-03-04,SKU0082,129,0,29.0,56
2024-03-11,SKU0082,122,0,29.0,56
2024-03-18,SKU0082,120,0,29.0,56
2024-03-25,SKU0082,107,0,29.0,56
2024-04-01,SKU0082,98,0,29.0,56
2024-04-08,SKU0082,88,110,29.0,56
2024-04-15,SKU0082,82,79,29.0,56
2024-04-22,SKU0082,69,108,29.0,56
2024-04-29,SKU0082,45,33,29.0,56
2024-05-06,SKU0082,26,111,29.0,56
2024-05-13,SKU0082,12,82,29.0,56
2024-05-20,SKU0082,0,0,29.0,56
2024-05-27,SKU0082,0,57,29.0,56
2024-06-03,SKU0082,0,114,29.0,56
2024-06-10,SKU0082,0,0,29.0,56
2024-06-17,SKU0082,171,0,29.0,56
2024-06-24,SKU0082,170,0,29.0,56
2024-07-01,SKU0082,148,107,29.0,56
2024-07-08,SKU0082,125,0,29.0,56
2024-07-15,SKU0082,125,17,29.0,56
2024-07-22,SKU0082,119,43,29.0,56
2024-07-29,SKU0082,96,0,29.0,56
2024-08-05,SKU0082,96,0,29.0,56
2024-08-12,SKU0082,83,0,29.0,56
2024-08-19,SKU0082,82,27,29.0,56
2024-08-26,SKU0082,81,58,29.0,56
2024-09-02,SKU0082,77,7,29.0,56
2024-09-09,SKU0082,237,0,29.0,56
2024-09-16,SKU0082,215,45,29.0,56
2024-09-23,SKU0082,204,0,29.0,56
2024-09-30,SKU0082,204,100,29.0,56
2024-10-07,SKU0082,194,0,29.0,56
2024-10-14,SKU0082,189,63,29.0,56
2024-10-21,SKU0082,179,84,29.0,56
2024-10-28,SKU0082,162,0,29.0,56
2024-11-04,SKU0082,156,0,29.0,56
2024-11-11,SKU0082,153,114,29.0,56
2024-11-18,SKU0082,138,0,29.0,56
2024-11-25,SKU0082,120,0,29.0,56
2024-12-02,SKU0082,103,69,29.0,56
2024-12-09,SKU0082,102,43,29.0,56
2024-12-16,SKU0082,100,83,29.0,56
2024-12-23,SKU0082,95,44,29.0,56
2024-12-30,SKU0082,87,0,29.0,56
2025-01-06,SKU0082,71,0,29.0,56
2025-01-13,SKU0082,71,0,29.0,56
2025-01-20,SKU0082,56,0,29.0,56
2025-01-27,SKU0082,154,0,29.0,56
2025-02-03,SKU0082,152,6,29.0,56
2025-02-10,SKU0082,129,0,29.0,56
2025-02-17,SKU0082,128,0,29.0,56
2025-02-24,SKU0082,123,0,29.0,56
2025-03-03,SKU0082,102,0,29.0,56
2025-03-10,SKU0082,89,0,29.0,56
2025-03-17,SKU0082,75,74,29.0,56
2025-03-24,SKU0082,71,46,29.0,56
2025-03-31,SKU0082,127,0,29.0,56
2025-04-07,SKU0082,115,0,29.0,56
2025-04-14,SKU0082,99,0,29.0,56
2025-04-21,SKU0082,91,0,29.0,56
2025-04-28,SKU0082,68,73,29.0,56
2025-05-05,SKU0082,58,52,29.0,56
2025-05-12,SKU0082,44,0,29.0,56
2025-05-19,SKU0082,25,0,29.0,56
2025-05-26,SKU0082,102,69,29.0,56
2025-06-02,SKU0082,102,0,29.0,56
2025-06-09,SKU0082,82,0,29.0,56
2025-06-16,SKU0082,63,0,29.0,56
2025-06-23,SKU0082,57,0,29.0,56
2025-06-30,SKU0082,36,0,29.0,56
2025-07-07,SKU0082,27,0,29.0,56
2025-07-14,SKU0082,13,30,29.0,56
2025-07-21,SKU0082,130,0,29.0,56
2025-07-28,SKU0082,115,0,29.0,56
2025-08-04,SKU0082,101,0,29.0,56
2025-08-11,SKU0082,88,0,29.0,56
2025-08-18,SKU0082,84,0,29.0,56
2025-08-25,SKU0082,68,0,29.0,56
2025-09-01,SKU0082,247,0,29.0,56
2025-09-08,SKU0082,232,0,29.0,56
2025-09-15,SKU0082,214,0,29.0,56
2025-09-22,SKU0082,214,0,29.0,56
2025-09-29,SKU0082,211,0,29.0,56
2025-01-27,SKU0083,260,109,20.0,34
2025-02-03,SKU0083,242,0,20.0,34
2025-02-10,SKU0083,220,116,20.0,34
2025-02-17,SKU0083,197,0,20.0,34
2025-02-24,SKU0083,192,33,20.0,34
2025-03-03,SKU0083,191,0,20.0,34
2025-03-10,SKU0083,171,0,20.0,34
2025-03-17,SKU0083,148,51,20.0,34
2025-03-24,SKU0083,140,0,20.0,34
2025-03-31,SKU0083,135,0,20.0,34
2025-04-07,SKU0083,127,0,20.0,34
2025-04-14,SKU0083,124,0,20.0,34
2025-04-21,SKU0083,118,0,20.0,34
2025-04-28,SKU0083,115,34,20.0,34
2025-05-05,SKU0083,95,72,20.0,34
2025-05-12,SKU0083,74,30,20.0,34
2025-05-19,SKU0083,68,0,20.0,34
2025-05-26,SKU0083,57,0,20.0,34
2025-06-02,SKU0083,57,0,20.0,34
2025-06-09,SKU0083,37,35,20.0,34
2025-06-16,SKU0083,122,104,20.0,34
2025-06-23,SKU0083,119,0,20.0,34
2025-06-30,SKU0083,106,0,20.0,34
2025-07-07,SKU0083,86,104,20.0,34
2025-07-14,SKU0083,63,0,20.0,34
2025-07-21,SKU0083,61,0,20.0,34
2025-07-28,SKU0083,60,0,20.0,34
2025-08-04,SKU0083,44,0,20.0,34
2025-08-11,SKU0083,21,0,20.0,34
2025-08-18,SKU0083,16,0,20.0,34
2025-08-25,SKU0083,117,0,20.0,34
2025-09-01,SKU0083,102,0,20.0,34
2025-09-08,SKU0083,84,0,20.0,34
2025-09-15,SKU0083,81,0,20.0,34
2025-09-22,SKU0083,57,0,20.0,34
2025-09-29,SKU0083,56,35,20.0,34
2024-01-01,SKU0084,206,0,17.0,19
2024-01-08,SKU0084,186,75,17.0,19
2024-01-15,SKU0084,182,0,17.0,19
2024-01-22,SKU0084,162,7,17.0,19
2024-01-29,SKU0084,152,0,17.0,19
2024-02-05,SKU0084,152,73,17.0,19
2024-02-12,SKU0084,142,0,17.0,19
